HSNCode,Description,Length
1104,"CEREAL GRAINS OTHERWISE WORKED (FOR EXAMPLE, HULLED, ROLLED, FLAKED, PEARLED, SLICED, OR KIBBLED), EXCEPT RICE OF HEADING 1006; GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",4
110412,OF OATS,6
11041200,OF OATS,8
110419,OF OTHER CEREALS,6
11041900,OF OTHER CEREALS,8
110422,OF OATS,6
11042200,OF OATS,8
110423,OF MAIZE (CORN),6
11042300,OF MAIZE (CORN),8
110429,OF OTHER CEREALS,6
11042900,OF OTHER CEREALS,8
110430,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",6
11043000,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",8
1105,"FLOUR, MEAL, POWDER, FLAKES, GRANULES AND PELLETS OF POTATOES",4
110510,"FLOUR, MEAL AND POWDER",6
11051000,"FLOUR, MEAL AND POWDER",8
110520,"FLAKES, GRANULES AND PELLETS",6
11052000,"FLAKES, GRANULES AND PELLETS",8
1106,"FLOUR, MEAL AND POWDER OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714 OR OF THE PRODUCTS OF CHAPTER 8",4
110610,Of the dried leguminous vegetables of heading 0713,6
11061000,"FLOUR, MEAL AND POWDER OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714 OR OF THE PRODUCTS OF CHAPTER 8 OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713",8
11061010,Guar Meal,8
11061090,Others,8
110620,OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714:,6
11062010,OF SAGO,8
11062020,OF MANIOC (CASSAVA),8
11062090,OF OTHER ROOTS AND TUBERS,8
110630,OF THE PRODUCTS OF CHAPTER 8 :,6
11063010,OF TAMARIND,8
11063020,OF SINGODA,8
11063030,MANGO FLOUR,8
11063090,OTHER,8
1107,"MALT, WHETHER OR NOT ROASTED",4
110710,NOT ROASTED,6
11071000,NOT ROASTED,8
110720,ROASTED,6
11072000,ROASTED,8
1108,STARCHES; INULIN,4
110811,WHEAT STARCH,6
11081100,WHEAT STARCH,8
110812,MAIZE (CORN) STARCH,6
11081200,MAIZE (CORN) STARCH,8
110813,POTATO STARCH,6
11081300,POTATO STARCH,8
110814,MANIOC (CASSAVA) STARCH,6
11081400,MANIOC (CASSAVA) STARCH,8
110819,OTHER :,6
11081910,SAGO,8
11081990,OTHER,8
110820,INULIN,6
11082000,INULIN,8
1109,"WHEAT GLUTEN, WHETHER OR NOT DRIED",4
110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",6
11090000,"WHEAT GLUTEN, WHETHER OR NOT DRIED",8
1111,AKASH test,4
12,"Oil seeds and oleaginous fruits, miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2
1201,"SOYA BEANS, WHETHER OR NOT BROKEN",4
120100,"Soya beans, whether or not broken",6
12010010,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OF SEED QUALITY",8
12010090,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OTHER",8
120110,seed,6
12011000,seed,8
120190,other,6
12019000,Other,8
1202,"GROUND-NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN",4
120210,In shell,6
12021011,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OF SEED QUALITY",8
12021019,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OTHER",8
12021091,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OF SEED QUALITY",8
12021099,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OTHER",8
120220,"Shelled, whether or not broken",6
12022010,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : KERNELS, H.P.S.",8
12022090,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : OTHER",8
120230,SEED:,6
12023010,H. P. S.,8
12023090,Other,8
120241,IN SHELL:,6
12024110,H.P.S.,8
12024190,Other,8
120242,"SHELLED, WHETHER OR NOT BROKEN:",6
12024210,"KERNELS, H.P.S.",8
12024220,"KERNELS,OTHER",8
12024290,Other,8
1203,COPRA,4
120300,COPRA,6
12030000,COPRA,8
1204,"LINSEED, WHETHER OR NOT BROKEN",4
120400,"LINSEED, WHETHER OR NOT BROKEN:",6
12040010,OF SEED QUALITY,8
12040090,OTHER,8
1205,"RAPE OR COLZA SEEDS, WHETHER OR NOT BROKEN",4
120510,LOW ERUCIC ACID RAPE OR COLZA SEEDS,6
12051000,LOW ERUCIC ACID RAPE OR COLZA SEEDS,8
120590,OTHER,6
12059000,OTHER,8
1206,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN",4
120600,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN:",6
12060010,OF SEED QUALITY,8
12060090,OTHER,8
1207,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN",4
120710,PALM NUTS AND KERNELS:,6
12071010,PALM NUTS,8
12071090,PALM KERNELS ,8
120720,Cotton seeds,6
12072010,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OF SEED QUALITY",8
12072090,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OTHER",8
120721,SEED,6
12072100,Seed,8
120729,Other,6
12072900,Other,8
120730,CASTOR OIL SEEDS:,6
12073010,OF SEED QUALITY,8
12073090,OTHER,8
120740,SESAMUM SEEDS:,6
12074010,OF SEED QUALITY,8
12074090,OTHER,8
120750,MUSTARD SEEDS:,6
12075010,OF SEED QUALITY,8
12075090,OTHER,8
120760,SAFFLOWER (CARTHAMUS TINCTORIUS) SEEDS:,6
12076010,OF SEED QUALITY,8
12076090,OTHER,8
120770,MELON SEEDS:,6
12077010,Of seed quality,8
12077090,Other,8
120791,POPPY SEEDS,6
12079100,POPPY SEEDS,8
120799,OTHER :,6
12079910,AJAMS,8
12079920,MANGO KERNEL,8
12079930,NIGER SEED,8
12079940,KOKAM,8
12079990,OTHER,8
1208,"FLOURS AND MEALS OF OIL SEEDS OR OLEAGINOUS FRUITS, OTHER THAN THOSE OF MUSTARD",4
120810,OF SOYA BEANS,6
12081000,OF SOYA BEANS,8
120890,OTHER,6
12089000,OTHER,8
1209,"SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING",4
120910,SUGAR BEET SEEDS,6
12091000,SUGAR BEET SEEDS,8
120921,LUCERNE (ALFALFA) SEEDS,6
12092100,LUCERNE (ALFALFA) SEEDS,8
120922,CLOVER (TRIFOLIUM SPP.) SEEDS,6
12092200,CLOVER (TRIFOLIUM SPP.) SEEDS,8
120923,FESCUE SEEDS,6
12092300,FESCUE SEEDS,8
120924,KENTUCKY BLUE GRASS (POA PRATENSIS L.) SEEDS,6
12092400,KENTUCKY BLUE GRASS (POA PRATENSIS L.) SEEDS,8
120925,"RYE GRASS (LOLIUM MULTIFLORUM LAM., LOLIUM PERENNE L .) SEEDS",6
12092500,"RYE GRASS (LOLIUM MULTIFLORUM LAM., LOLIUM PERENNE L.) SEEDS",8
12092600,"SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING SEEDS OF FORAGE PLANTS : TIMOTHY GRASS SEED",8
120929,OTHER :,6
12092910,AUSTRALIAN LUPIN SEEDS,8
12092990,OTHER,8
120930,SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS,6
12093000,SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS,8
120991,VEGETABLE SEEDS :,6
12099110,OF CABBAGE,8
12099120,OF CAULIFLOWER,8
12099130,OF ONION,8
12099140,OF PEA,8
12099150,OF RADISH,8
12099160,OF TOMATO,8
12099170,OF CHILLY OF GENUS CAPSICUM,8
12099190,OTHER,8
120999,OTHER :,6
12099910,FRUIT SEEDS FOR PLANTING OR SOWING,8
12099990,OTHER,8
1210,"HOP CONES, FRESH OR DRIED, WHETHER OR NOT GROUND, POWDERED OR IN THE FORM OF PELLETS; LUPULIN",4
121010,"HOP CONES, NEITHER GROUND NOR POWDERED NOR IN THE FORM OF PELLETS",6
12101000,"HOP CONES, NEITHER GROUND NOR POWDERED NOR IN THE FORM OF PELLETS",8
121020,"HOP CONES, GROUND, POWDERED OR IN THE FORM OF PELLETS, LUPULIN",6
12102000,"HOP CONES, GROUND, POWDERED OR IN THE FORM OF PELLETS, LUPULIN",8
1211,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED",4
12111000,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED LIQUORICE ROOTS",8
121120,GINSENG ROOTS,6
12112000,GINSENG ROOTS,8
121130,COCA LEAF,6
12113000,COCA LEAF,8
121140,POPPY STRAW,6
12114000,POPPY STRAW,8
121150,EPHEDRA,6
12115000,Ephedra,8
121160,BARK OF AFRICAN CHERRY (PRUNUS AFRICANA),6
12116000,BARK OF AFRICAN CHERRY (PRUNUS AFRICANA),8
121190,OTHER :,6
12119011,AMBRETTE SEEDS,8
12119012,"NUXVOMICA, DRIED RIPE SEEDS",8
12119013,PSYLLIUM SEEDS (ISOBGUL),8
12119014,NEEM SEEDS,8
12119015,JOJOBA SEEDS,8
12119016,GARCINIA ,8
12119019,OTHER,8
12119021,BELLADONA LEAVES,8
12119022,SENNA LEAVES AND PODS,8
12119023,NEEM LEAVES,8
12119024,GYMNEMA,8
12119025,CUBEB,8
12119026,PYRETHRUM,8
12119029,OTHER,8
12119031,CASCARA SAGRADA BARK,8
12119032,PSYLLIUM HUSK (ISOBGUL HUSK),8
12119033,GAMBOGE FRUIT RIND,8
12119034,ASHOKA (SARACA ASOCA.) ,8
12119035,ARJUNA (TERMINALIA ARJUNA) ,8
12119039,OTHER,8
12119041,BELLADONA ROOTS,8
12119042,GALANGAL RHIZOMES AND ROOTS,8
12119043,IPECAC DRIED RHIZOME AND ROOTS,8
12119044,SERPENTINA ROOTS (ROWWALFIA SERPENTINA AND OTHER SPECIES OF ROWWALFIAS),8
12119045,ZEDOVARY ROOTS,8
12119046,KUTH ROOT,8
12119047,SARASAPARILLA ROOTS,8
12119048,SWEET FLAG RHIZOMES,8
12119049,OTHER,8
12119050,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : SANDALWOOD CHIPS AND DUST",8
12119051,SANDALWOOD CHIPS AND DUST ,8
12119052,VINCA ROSEA HERBS,8
12119053,MINT,8
12119054,AGARWOOD,8
12119055,CHIRATA,8
12119056,"BASIL, HYSSOP, ROSEMARY, SAGE AND SAVORY",8
12119057,ASHWAGANDHA (WITHANIA SOMNIFERA) ,8
12119058,GILOY (TINOSPORA CORDIFOLIA),8
12119059,OTHER,8
12119060,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : VINCA ROSEA HERBS",8
12119070,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : MINT INCLUDING LEAVES (ALL SPECIES)",8
12119080,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : AGARWOOD",8
12119090,OTHER,8
12119091,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : CHIRATA",8
12119092,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : TUKMARIA",8
12119093,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : UNAB (INDIAN JUJUBA OR CHINESE DATES)",8
12119094,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : BASIL, HYSSOP, ROSEMARY, SAGE AND SAVORY",8
12119095,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : LOVAGE",8
12119096,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : GARCENIA",8
12119099,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : OTHER",8
1212,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND, FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CICHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED",4
12121010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED LOCUST BEANS, INCLUDING LOCUST BEAN SEEDS : OF SEED QUALITY",8
12121090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED LOCUST BEANS, INCLUDING LOCUST BEAN SEEDS : OTHER",8
121220,Seaweeds and other algae,6
12122010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED SEAWEEDS AND OTHER ALGAE : SEAWEEDS",8
12122090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED SEAWEEDS AND OTHER ALGAE : OTHER ALGAE",8
121221,FIT FOR HUMAN CONSUMPTION:,6
12122110,Seaweeds,8
12122190,Other algae,8
121229,OTHER:,6
12122910,Seaweeds,8
12122990,Other algae,8
12123010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED APRICOT, PEACH (INCLUDING NECTARINE) OR PLUM STONES AND KERNELS : APRICOT KERNELS",8
12123090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF A KIND USED PRIMARILY FOR HUMAN CONSUMPTION, NOT ELSEWHERE SPECIFIED OR INCLUDED APRICOT, PEACH (INCLUDING NECTARINE) OR PLUM STONES AND KERNELS : OTHER",8
121291,SUGAR BEET,6
12129100,SUGAR BEET,8
121292,LOCUST BEANS (CAROB),6
12129200,LOCUST BEANS (CAROB),8
121293,Sugar cane,6
12129300,Sugar cane,8
121294,Chicory roots,6
12129400,Chicory roots,8
121299,OTHER:,6
12129910,KOKAM (COCUM) FLOWERS,8
12129920,MOHUA FLOWERS,8
12129990,OTHER,8
1213,"CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS",4
121300,"CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS",6
12130000,"CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS",8
1214,"SWEDES, MANGOLDS, FODDER ROOTS, HAY, LUCERNE (alfalfa), CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS",4
121410,LUCERNE (ALFALFA) MEAL AND PELLETS,6
12141000,LUCERNE (ALFALFA) MEAL AND PELLETS,8
121490,OTHER,6
12149000,OTHER,8
13,"Lac; gums, resins and other vegetable saps and extracts",2
1301,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS)",4
13011010,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : SHELLAC",8
13011020,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : SEED LAC",8
13011030,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : STICK LAC",8
13011040,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : DEWAXED AND DECOLOURISED LAC",8
13011050,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : BLEACHED LAC",8
13011060,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : GASKET LAC",8
13011070,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : BUTTON LAC",8
13011080,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : GARNET LAC",8
13011090,"LAC; NATURAL GUMS, RESINS, GUM-RESINS AND OLEORESINS (FOR EXAMPLE, BALSAMS) LAC : OTHER",8
130120,GUM ARABIC,6
13012000,GUM ARABIC,8
130190,OTHER :,6
13019011,ASIAN GUM,8
13019012,AFRICAN GUM,8
13019013,ASAFOETIDA,8
13019014,BENJAMIN RAS,8
13019015,BENJAMIN COWRIE,8
13019016,KARAYA GUM (INDIAN TRAGACANTH) HASTAB,8
13019017,TRAGACANTH (ADRAGANTH),8
13019018,STORAX,8
13019019,OTHER ,8
13019021, COPAL,8
13019022,DAMMAR BATU,8
13019029,OTHER,8
13019031,MYRRH,8
13019032,OILBANUM OR FRANKINCENSE,8
13019033,MASTIC GUM,8
13019034,XANTHIUM GUM,8
13019039,OTHER,8
13019041,OF SEEDS,8
13019042,OF FRUITS,8
13019043,OF LEAVES,8
13019044,OF SPICES,8
13019045,OF FLOWERS,8
13019046,OF ROOTS,8
13019049,OTHER ,8
13019099,OTHER ,8
1302,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS",4
130211,OPIUM,6
13021100,Opium,8
130212,OF LIQUORICE,6
13021200,OF LIQUORICE,8
130213,OF HOPS,6
13021300,OF HOPS,8
130214,OF EPHEDRA,6
13021400,OF EPHEDRA,8
130219,OTHER :,6
13021911,OF BELLADONA,8
13021912,OF CASCARA SAGRADA,8
13021913,OF NUXVOMICA,8
13021914,OF GINSENG (INCLUDING POWDER),8
13021915,OF AGAROSE,8
13021916,OF NEEM,8
13021917,OF GYMNEMA,8
13021918,OF GARCINIA AND GAMBOGE,8
13021919,OTHER,8
13021920,"CASHEW SHELL LIQUID (CNSL), CRUDE",8
13021930,PURIFIED AND DISTILLED CNSL (CARDANOL),8
13021990,OTHER,8
130220,"PECTIC SUBSTANCES, PECTINATES AND PECTATES",6
13022000,"PECTIC SUBSTANCES, PECTINATES AND PECTATES",8
130231,AGAR-AGAR,6
13023100,AGAR-AGAR,8
130232,"MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM LOCUST BEANS, LOCUST BEAN SEEDS OR GUAR SEEDS:",6
13023210,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS : MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM LOCUST BEANS, LOCUST BEAN SEEDS OR GUAR SEEDS : GUAR MEAL",8
13023220,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS : MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM LOCUST BEANS, LOCUST BEAN SEEDS OR GUAR SEEDS : GUARGUM REFINED SPLIT",8
13023230,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS : MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM LOCUST BEANS, LOCUST BEAN SEEDS OR GUAR SEEDS : GUARGUM TREATED AND PULVERISED",8
13023231,CHEMICALLY TREATED ,8
13023239,OTHER,8
13023240,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS : MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM LOCUST BEANS, LOCUST BEAN SEEDS OR GUAR SEEDS : KAPPA CARRAGEENAN",8
13023290,OTHER,8
130239,OTHER :,6
13023900,"VEGETABLE SAPS AND EXTRACTS; PECTIC SUBSTANCES, PECTINATES AND PECTATES; AGAR-AGAR AND OTHER MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS : OTHER",8
13023910,TAMARIND KERNEL POWDER,8
13023920,KAPPA CARRAGEENAN,8
13023990,OTHER,8
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2
1401,"VEGETABLE MATERIALS OF A KIND USED PRIMARILY FOR PLAITING (FOR EXAMPLE, BAMBOOS, RATTANS, REEDS, RUSHES, OSIER, RAFFIA, CLEANED, BLEACHED OR DYED CEREAL STRAW, AND LIME BARK)",4
140110,BAMBOOS,6
14011000,BAMBOOS,8
140120,RATTANS,6
